ECO,OpeningCategory,OpeningType,Games,BlackWins,BlackWinRate,AvgWhiteElo,AvgBlackElo,EloDiff
C10j,C,King's Pawn Opening,38,19.0,0.5,2202.34,2086.11,116.23
B35p,B,King's Pawn Opening,35,14.0,0.4,2293.89,2165.74,128.15
B93k,B,King's Pawn Opening,67,30.5,0.46,2308.94,2316.66,-7.72
E11x,E,Queen's Pawn Opening,40,19.0,0.47,2062.57,2041.85,20.72
D04c,D,Queen's Pawn Opening,132,64.5,0.49,2065.24,2093.91,-28.67
D10i,D,Queen's Pawn Opening,6,2.5,0.42,1458.33,1584.17,-125.84
D27k,D,Queen's Pawn Opening,40,12.5,0.31,2420.3,2374.85,45.45
C42f,C,King's Pawn Opening,31,14.0,0.45,2209.55,2235.13,-25.58
D53p,D,Queen's Pawn Opening,19,11.0,0.58,1826.16,1898.42,-72.26
D48c,D,Queen's Pawn Opening,20,13.0,0.65,2049.3,2134.95,-85.65
E69e,E,Queen's Pawn Opening,10,2.5,0.25,2234.6,2183.6,51.0
E05r,E,Queen's Pawn Opening,43,19.5,0.45,2355.44,2312.42,43.02
A56m,A,Queen's Pawn Opening,23,6.5,0.28,2288.87,2167.91,120.96
E13p,E,Queen's Pawn Opening,7,2.5,0.36,2217.14,2265.0,-47.86
D59j,D,Queen's Pawn Opening,11,8.5,0.77,2339.0,2346.91,-7.91
E90r,E,Queen's Pawn Opening,77,32.5,0.42,2213.21,2173.61,39.6
A38c,A,Other,8,4.5,0.56,2208.0,2219.62,-11.62
B14f,B,King's Pawn Opening,41,21.5,0.52,2229.41,2269.9,-40.49
B81j,B,King's Pawn Opening,7,2.5,0.36,2131.29,2132.86,-1.57
A70j,A,Queen's Pawn Opening,68,31.5,0.46,2310.37,2275.63,34.74
D11j,D,Queen's Pawn Opening,73,37.5,0.51,2313.99,2220.89,93.1
B63e,B,King's Pawn Opening,10,6.5,0.65,2339.7,2414.1,-74.4
E80j,E,Queen's Pawn Opening,2,2,1.0,2256.5,2253.5,3.0
D03i,D,Queen's Pawn Opening,24,10.5,0.44,2313.42,2182.08,131.34
D17i,D,Queen's Pawn Opening,85,40.0,0.47,2375.36,2305.98,69.38
A92,A,Queen's Pawn Opening,40,14.5,0.36,2185.32,2103.22,82.1
D76e,D,Queen's Pawn Opening,17,8.0,0.47,2293.53,2215.12,78.41
D11r,D,Queen's Pawn Opening,28,9.0,0.32,2302.0,2181.64,120.36
C80d,C,King's Pawn Opening,21,11.5,0.55,2118.86,2129.9,-11.04
C44w,C,King's Pawn Opening,44,20.0,0.45,2052.0,2060.0,-8.0
B60g,B,King's Pawn Opening,10,3,0.3,2353.2,2238.6,114.6
A30n,A,Other,62,23.5,0.38,2383.03,2301.23,81.8
A09e,A,Other,74,37.0,0.5,2246.41,2255.09,-8.68
C95b,C,King's Pawn Opening,6,3,0.5,2345.83,2368.17,-22.34
B01o,B,King's Pawn Opening,41,16.5,0.4,2242.07,2165.9,76.17
D58j,D,Queen's Pawn Opening,12,6.0,0.5,2291.42,2197.08,94.34
A59a,A,Queen's Pawn Opening,9,5.0,0.56,2115.78,2163.11,-47.33
D27q,D,Queen's Pawn Opening,81,44.0,0.54,2215.05,2214.4,0.65
A40k,A,Queen's Pawn Opening,51,25.5,0.5,2146.55,2247.0,-100.45
E70v,E,Queen's Pawn Opening,10,2.5,0.25,2269.3,1924.9,344.4
A65g,A,Queen's Pawn Opening,14,8.5,0.61,2036.43,2215.0,-178.57
A37o,A,Other,33,17.0,0.52,2107.73,2233.24,-125.51
D13j,D,Queen's Pawn Opening,104,57.5,0.55,2044.12,2164.49,-120.37
D83,D,Queen's Pawn Opening,50,25.5,0.51,2319.84,2236.78,83.06
C64h,C,King's Pawn Opening,7,3.5,0.5,2295.71,2214.57,81.14
B11c,B,King's Pawn Opening,26,11.5,0.44,2141.62,2060.88,80.74
B23k,B,King's Pawn Opening,109,56.5,0.52,2139.92,2092.26,47.66
B47u,B,King's Pawn Opening,22,11.0,0.5,2119.73,2117.23,2.5
D13l,D,Queen's Pawn Opening,136,57.0,0.42,2332.78,2275.88,56.9
C78p,C,King's Pawn Opening,28,12.5,0.45,2340.18,2365.82,-25.64
C48n,C,King's Pawn Opening,10,5.0,0.5,2269.9,2273.5,-3.6
D34s,D,Queen's Pawn Opening,13,4.0,0.31,2137.62,2156.31,-18.69
D32w,D,Queen's Pawn Opening,12,7.0,0.58,2285.5,2369.5,-84.0
D87n,D,Queen's Pawn Opening,47,27.0,0.57,2210.68,2298.74,-88.06
C65c,C,King's Pawn Opening,7,3.5,0.5,2568.57,2457.0,111.57
D12a,D,Queen's Pawn Opening,26,14.0,0.54,2333.42,2356.31,-22.89
A48r,A,Queen's Pawn Opening,36,22.5,0.62,2256.42,2355.92,-99.5
E32b,E,Queen's Pawn Opening,102,51.0,0.5,2235.69,2204.75,30.94
A56x,A,Queen's Pawn Opening,6,2.5,0.42,2275.83,2337.83,-62.0
A09k,A,Other,5,2.5,0.5,2368.4,2272.8,95.6
D55b,D,Queen's Pawn Opening,17,6.5,0.38,2169.12,2056.24,112.88
D58c,D,Queen's Pawn Opening,12,7.0,0.58,2155.33,1953.17,202.16
E70o,E,Queen's Pawn Opening,2,0.5,0.25,2656.0,2166.5,489.5
C19d,C,King's Pawn Opening,10,6.5,0.65,2288.6,2164.8,123.8
D38i,D,Queen's Pawn Opening,60,33.0,0.55,2272.37,2324.25,-51.88
E91p,E,Queen's Pawn Opening,40,13.5,0.34,2235.03,2206.75,28.28
C03e,C,King's Pawn Opening,38,19.0,0.5,2303.58,2291.71,11.87
A42v,A,Queen's Pawn Opening,25,14.0,0.56,2192.24,2303.64,-111.4
B97d,B,King's Pawn Opening,27,16.0,0.59,2284.48,2382.3,-97.82
E04w,E,Queen's Pawn Opening,20,4.5,0.23,2293.65,2261.6,32.05
B05i,B,King's Pawn Opening,5,3.0,0.6,2269.8,2228.0,41.8
C96h,C,King's Pawn Opening,20,8.0,0.4,2203.65,2166.15,37.5
E73l,E,Queen's Pawn Opening,6,4.5,0.75,2078.67,1924.83,153.84
B93p,B,King's Pawn Opening,3,0.5,0.17,2099.33,2283.67,-184.34
B32b,B,King's Pawn Opening,33,15.0,0.45,2047.7,2128.97,-81.27
A33m,A,Other,15,5.5,0.37,2196.07,2208.13,-12.06
B51u,B,King's Pawn Opening,101,46.0,0.46,2378.83,2353.97,24.86
A30e,A,Other,17,6.0,0.35,2297.76,2226.29,71.47
B45p,B,King's Pawn Opening,22,9.0,0.41,2062.86,2118.45,-55.59
B15i,B,King's Pawn Opening,52,20.0,0.38,2304.4,2293.04,11.36
B03k,B,King's Pawn Opening,61,25.0,0.41,2229.97,2160.57,69.4
D21i,D,Queen's Pawn Opening,2,0.5,0.25,2279.5,2199.0,80.5
E38i,E,Queen's Pawn Opening,13,7.5,0.58,2223.92,2244.0,-20.08
C06n,C,King's Pawn Opening,15,7.0,0.47,2065.87,2092.4,-26.53
C29j,C,King's Pawn Opening,7,6,0.86,2059.71,2121.86,-62.15
B76k,B,King's Pawn Opening,21,12.0,0.57,2093.43,2006.29,87.14
C45l,C,King's Pawn Opening,66,37.0,0.56,2189.45,2207.8,-18.35
E14j,E,Queen's Pawn Opening,9,4.0,0.44,1895.11,2040.78,-145.67
C05j,C,King's Pawn Opening,5,1,0.2,2353.2,2114.2,239.0
C29i,C,King's Pawn Opening,6,4.0,0.67,2151.17,2283.0,-131.83
A41l,A,Queen's Pawn Opening,23,15,0.65,2158.0,2196.13,-38.13
A44r,A,Queen's Pawn Opening,40,19.0,0.47,2150.6,2161.75,-11.15
D46n,D,Queen's Pawn Opening,33,15.0,0.45,2147.73,2032.27,115.46
A30u,A,Other,16,9.0,0.56,2485.69,2463.06,22.63
D34k,D,Queen's Pawn Opening,41,16.0,0.39,2161.27,2094.66,66.61
D24m,D,Queen's Pawn Opening,16,9.0,0.56,2336.5,2243.75,92.75
E94e,E,Queen's Pawn Opening,16,8.0,0.5,2343.88,2355.88,-12.0
A43j,A,Queen's Pawn Opening,44,21.0,0.48,2114.98,2137.34,-22.36
E94x,E,Queen's Pawn Opening,29,15.0,0.52,2227.66,2365.38,-137.72
B95f,B,King's Pawn Opening,14,8.0,0.57,1946.29,2135.36,-189.07
B09i,B,King's Pawn Opening,59,23.5,0.4,2148.42,2124.31,24.11
E11s,E,Queen's Pawn Opening,60,22.0,0.37,2347.62,2275.75,71.87
D07g,D,Queen's Pawn Opening,20,12.0,0.6,2250.65,2232.75,17.9
C04a,C,King's Pawn Opening,21,10.5,0.5,2084.71,2204.81,-120.1
C27g,C,King's Pawn Opening,10,3.5,0.35,2315.7,2303.2,12.5
E67b,E,Queen's Pawn Opening,15,4.0,0.27,2204.87,2122.67,82.2
E74k,E,Queen's Pawn Opening,8,3,0.38,1960.62,1994.62,-34.0
C01a,C,King's Pawn Opening,21,11.5,0.55,2102.38,2245.1,-142.72
E66a,E,Queen's Pawn Opening,8,4.0,0.5,1945.38,1876.88,68.5
B98f,B,King's Pawn Opening,13,8.0,0.62,2153.92,2072.23,81.69
A74,A,Queen's Pawn Opening,16,6,0.38,2213.19,2055.75,157.44
B39a,B,King's Pawn Opening,6,5.5,0.92,1984.33,2111.83,-127.5
D02b,D,Queen's Pawn Opening,88,52.0,0.59,2102.05,2122.27,-20.22
A09l,A,Other,7,4,0.57,2256.57,2229.71,26.86
E39m,E,Queen's Pawn Opening,10,5.5,0.55,2272.6,2366.0,-93.4
B44y,B,King's Pawn Opening,24,10.0,0.42,2191.46,2240.96,-49.5
D31w,D,Queen's Pawn Opening,66,21.0,0.32,2246.53,2098.97,147.56
B54c,B,King's Pawn Opening,30,16.5,0.55,2144.87,2052.73,92.14
B07w,B,King's Pawn Opening,38,17.5,0.46,2184.63,2123.84,60.79
C42p,C,King's Pawn Opening,38,14.5,0.38,2254.55,2243.18,11.37
A57o,A,Queen's Pawn Opening,18,7.0,0.39,2133.0,2125.0,8.0
D40m,D,Queen's Pawn Opening,19,8.5,0.45,2272.26,2116.63,155.63
D45h,D,Queen's Pawn Opening,29,10.0,0.34,2210.66,2159.17,51.49
C64o,C,King's Pawn Opening,23,10.5,0.46,2138.52,2094.43,44.09
B35d,B,King's Pawn Opening,55,28.0,0.51,2207.65,2258.45,-50.8
B02u,B,King's Pawn Opening,28,13.5,0.48,2177.46,2262.25,-84.79
D76k,D,Queen's Pawn Opening,43,19.0,0.44,2218.42,2212.6,5.82
B09a,B,King's Pawn Opening,28,15,0.54,2073.68,2074.5,-0.82
C99c,C,King's Pawn Opening,4,2,0.5,2106.0,2198.75,-92.75
B99j,B,King's Pawn Opening,17,10.5,0.62,2129.65,2146.94,-17.29
A30q,A,Other,16,9.0,0.56,2252.0,2200.06,51.94
B37k,B,King's Pawn Opening,7,1,0.14,2252.14,2181.86,70.28
D14o,D,Queen's Pawn Opening,12,6.5,0.54,2357.33,2057.33,300.0
E17j,E,Queen's Pawn Opening,1,1,1.0,2213.0,2130.0,83.0
A51a,A,Queen's Pawn Opening,12,6.0,0.5,1923.08,2081.83,-158.75
D10w,D,Queen's Pawn Opening,33,14.0,0.42,2215.45,2241.18,-25.73
D40o,D,Queen's Pawn Opening,30,16.0,0.53,2310.0,2250.0,60.0
D22h,D,Queen's Pawn Opening,23,8.5,0.37,2276.57,2305.65,-29.08
B54f,B,King's Pawn Opening,26,6.5,0.25,2179.42,1974.85,204.57
C08j,C,King's Pawn Opening,42,18.5,0.44,2233.6,2114.9,118.7
D95i,D,Queen's Pawn Opening,18,7.0,0.39,2223.61,2243.17,-19.56
B02m,B,King's Pawn Opening,57,36.0,0.63,2099.82,2169.63,-69.81
B17k,B,King's Pawn Opening,15,6.0,0.4,2145.0,2160.27,-15.27
B77d,B,King's Pawn Opening,18,8,0.44,2095.11,2011.89,83.22
C29n,C,King's Pawn Opening,20,11.0,0.55,2129.9,2123.7,6.2
A97,A,Queen's Pawn Opening,24,12.0,0.5,2173.71,2084.33,89.38
D10s,D,Queen's Pawn Opening,14,4.5,0.32,1831.71,1815.71,16.0
D77e,D,Queen's Pawn Opening,51,27.0,0.53,2098.1,2171.31,-73.21
D12l,D,Queen's Pawn Opening,26,10.5,0.4,2132.0,2011.73,120.27
D20u,D,Queen's Pawn Opening,8,3.0,0.38,2048.12,2230.62,-182.5
C89r,C,King's Pawn Opening,2,1.0,0.5,2382.0,2473.0,-91.0
A09o,A,Other,11,5.0,0.45,2155.64,2160.27,-4.63
C86e,C,King's Pawn Opening,2,1,0.5,2025.5,2022.5,3.0
B63o,B,King's Pawn Opening,27,9.5,0.35,2242.74,2233.96,8.78
A60n,A,Queen's Pawn Opening,9,3,0.33,2280.0,2342.33,-62.33
D79j,D,Queen's Pawn Opening,28,16.0,0.57,2401.86,2474.96,-73.1
A56w,A,Queen's Pawn Opening,10,4.5,0.45,2276.4,2276.3,0.1
C44u,C,King's Pawn Opening,67,29.5,0.44,2109.28,2188.94,-79.66
B29m,B,King's Pawn Opening,29,15.0,0.52,2258.41,2259.07,-0.66
C15u,C,King's Pawn Opening,53,22.5,0.42,2241.3,2222.13,19.17
C03h,C,King's Pawn Opening,34,20.0,0.59,2179.15,2185.06,-5.91
C30c,C,King's Pawn Opening,37,21.5,0.58,1833.89,1723.32,110.57
E94n,E,Queen's Pawn Opening,27,15.0,0.56,2272.52,2241.74,30.78
C58f,C,King's Pawn Opening,42,23.5,0.56,2066.33,2139.21,-72.88
C68n,C,King's Pawn Opening,71,38.0,0.54,2140.86,2161.59,-20.73
E77,E,Queen's Pawn Opening,37,18.0,0.49,2026.95,2085.14,-58.19
C02e,C,King's Pawn Opening,26,15.0,0.58,2243.12,2217.65,25.47
C16l,C,King's Pawn Opening,41,18.0,0.44,2356.46,2390.56,-34.1
E91i,E,Queen's Pawn Opening,15,6.5,0.43,2413.6,2332.4,81.2
B57e,B,King's Pawn Opening,12,7,0.58,2270.33,2274.33,-4.0
B25p,B,King's Pawn Opening,49,24.0,0.49,1959.8,2126.57,-166.77
C44s,C,King's Pawn Opening,33,14.5,0.44,1925.88,1832.82,93.06
D00u,D,Queen's Pawn Opening,33,19.0,0.58,2056.45,2108.0,-51.55
A37d,A,Other,22,8.0,0.36,2260.18,2302.14,-41.96
B54a,B,King's Pawn Opening,10,1.5,0.15,2210.2,2079.9,130.3
B93o,B,King's Pawn Opening,29,10.5,0.36,2157.79,2175.24,-17.45
D48l,D,Queen's Pawn Opening,4,3,0.75,2183.25,2010.25,173.0
E18e,E,Queen's Pawn Opening,38,16.5,0.43,2163.55,2067.42,96.13
B93d,B,King's Pawn Opening,6,1.5,0.25,2241.33,2067.5,173.83
B28d,B,King's Pawn Opening,23,14.5,0.63,1977.87,2158.83,-180.96
A51g,A,Queen's Pawn Opening,16,5.0,0.31,2299.19,2123.94,175.25
B51j,B,King's Pawn Opening,19,10.0,0.53,2297.84,2363.0,-65.16
B21n,B,King's Pawn Opening,21,10.5,0.5,2081.57,2149.1,-67.53
D32c,D,Queen's Pawn Opening,14,9,0.64,2242.43,2250.57,-8.14
C06r,C,King's Pawn Opening,75,35.5,0.47,2174.89,2151.95,22.94
A56g,A,Queen's Pawn Opening,17,8.5,0.5,2400.29,2409.12,-8.83
D15d,D,Queen's Pawn Opening,88,28.5,0.32,2400.8,2343.34,57.46
E17w,E,Queen's Pawn Opening,31,10.0,0.32,2236.9,2103.26,133.64
E63d,E,Queen's Pawn Opening,14,3.0,0.21,2314.64,2102.07,212.57
D18c,D,Queen's Pawn Opening,28,12.5,0.45,2148.61,2121.21,27.4
B70h,B,King's Pawn Opening,39,13.5,0.35,2160.62,2177.9,-17.28
C64n,C,King's Pawn Opening,17,8.0,0.47,2016.18,1962.35,53.83
B32o,B,King's Pawn Opening,24,11.5,0.48,2255.79,2309.42,-53.63
D92,D,Queen's Pawn Opening,56,27.5,0.49,2135.57,2145.23,-9.66
E91m,E,Queen's Pawn Opening,17,11.0,0.65,2166.76,2217.18,-50.42
C78g,C,King's Pawn Opening,53,14.0,0.26,2206.91,2079.09,127.82
C27d,C,King's Pawn Opening,54,22.5,0.42,2271.26,2239.54,31.72
C26k,C,King's Pawn Opening,21,12.0,0.57,2222.48,2226.71,-4.23
D44p,D,Queen's Pawn Opening,9,6.5,0.72,2310.56,2217.67,92.89
D91e,D,Queen's Pawn Opening,3,1.5,0.5,2209.33,2243.33,-34.0
A50l,A,Queen's Pawn Opening,142,64.0,0.45,2300.27,2296.28,3.99
B93e,B,King's Pawn Opening,12,5.5,0.46,2466.67,2447.0,19.67
B48n,B,King's Pawn Opening,20,7,0.35,2228.25,2158.8,69.45
A60a,A,Queen's Pawn Opening,12,7,0.58,1851.17,2073.0,-221.83
C69n,C,King's Pawn Opening,7,3.0,0.43,2175.57,2166.71,8.86
D58e,D,Queen's Pawn Opening,19,9.0,0.47,2102.53,2097.05,5.48
D03n,D,Queen's Pawn Opening,36,15.0,0.42,2206.5,2192.08,14.42
A44d,A,Queen's Pawn Opening,34,17.0,0.5,2126.35,2290.82,-164.47
C28d,C,King's Pawn Opening,20,7.5,0.38,2032.35,2015.3,17.05
E14o,E,Queen's Pawn Opening,19,11.0,0.58,2289.53,2340.89,-51.36
C02d,C,King's Pawn Opening,8,2.5,0.31,2138.38,2248.0,-109.62
C05f,C,King's Pawn Opening,11,5.5,0.5,2077.73,1992.45,85.28
E90e,E,Queen's Pawn Opening,15,10.0,0.67,1876.67,2003.6,-126.93
B17q,B,King's Pawn Opening,4,1,0.25,2206.0,2050.75,155.25
D87i,D,Queen's Pawn Opening,17,11.5,0.68,2011.47,2137.94,-126.47
C05b,C,King's Pawn Opening,42,18.5,0.44,2190.98,2221.62,-30.64
D13q,D,Queen's Pawn Opening,19,10.0,0.53,2111.63,2014.42,97.21
A68n,A,Queen's Pawn Opening,3,2.5,0.83,2394.0,2341.67,52.33
D45u,D,Queen's Pawn Opening,32,13.0,0.41,2448.88,2314.12,134.76
C17q,C,King's Pawn Opening,8,3.0,0.38,2114.88,2410.62,-295.74
B16a,B,King's Pawn Opening,15,10.0,0.67,2067.87,2292.13,-224.26
A44n,A,Queen's Pawn Opening,6,2,0.33,2383.17,2294.83,88.34
E09f,E,Queen's Pawn Opening,18,8.5,0.47,2309.72,2244.44,65.28
E12k,E,Queen's Pawn Opening,65,34.5,0.53,2363.11,2403.26,-40.15
C64l,C,King's Pawn Opening,8,3.5,0.44,1953.0,1997.12,-44.12
E10i,E,Queen's Pawn Opening,17,8.0,0.47,2240.0,2198.94,41.06
C10c,C,King's Pawn Opening,71,26.0,0.37,2221.31,2232.06,-10.75
C69i,C,King's Pawn Opening,4,3,0.75,2294.5,2419.5,-125.0
B96f,B,King's Pawn Opening,13,6.0,0.46,2280.08,2296.23,-16.15
B05l,B,King's Pawn Opening,16,9.0,0.56,2242.56,2240.88,1.68
C25h,C,King's Pawn Opening,33,18.5,0.56,2151.24,2183.27,-32.03
D47i,D,Queen's Pawn Opening,10,6.5,0.65,2198.5,2293.0,-94.5
D79b,D,Queen's Pawn Opening,20,9.0,0.45,2180.75,2109.1,71.65
E75f,E,Queen's Pawn Opening,2,0.5,0.25,2189.0,1839.0,350.0
D46p,D,Queen's Pawn Opening,37,17.0,0.46,2152.51,2154.73,-2.22
A36r,A,Other,61,38.5,0.63,2051.3,2247.75,-196.45
D44q,D,Queen's Pawn Opening,4,0.5,0.12,2311.75,2338.25,-26.5
C88b,C,King's Pawn Opening,10,3.5,0.35,2365.0,2315.2,49.8
A37y,A,Other,104,52.5,0.5,2134.28,2216.72,-82.44
B44k,B,King's Pawn Opening,17,11.0,0.65,1984.41,2081.59,-97.18
B92i,B,King's Pawn Opening,28,8.5,0.3,2160.54,2104.82,55.72
C48o,C,King's Pawn Opening,6,4.0,0.67,2307.33,2372.0,-64.67
A80m,A,Queen's Pawn Opening,42,21.0,0.5,2214.69,2242.48,-27.79
B10p,B,King's Pawn Opening,16,9.0,0.56,2096.56,2158.5,-61.94
B80k,B,King's Pawn Opening,14,10.5,0.75,2265.14,2353.36,-88.22
B35b,B,King's Pawn Opening,27,14.0,0.52,2010.81,2073.04,-62.23
C10q,C,King's Pawn Opening,22,12.0,0.55,2204.95,2280.95,-76.0
E95g,E,Queen's Pawn Opening,7,3,0.43,2172.43,2047.57,124.86
A42b,A,Queen's Pawn Opening,7,6,0.86,2143.29,2296.29,-153.0
B32l,B,King's Pawn Opening,28,11.5,0.41,2112.29,2087.79,24.5
B56q,B,King's Pawn Opening,49,34.0,0.69,2026.73,2226.8,-200.07
B46c,B,King's Pawn Opening,35,14.0,0.4,2304.23,2262.49,41.74
A83d,A,Queen's Pawn Opening,16,9.5,0.59,2112.06,2064.62,47.44
B21l,B,King's Pawn Opening,16,8.0,0.5,2113.19,2210.5,-97.31
B59b,B,King's Pawn Opening,11,4.5,0.41,2252.36,2171.64,80.72
C41b,C,King's Pawn Opening,54,28.0,0.52,1972.02,2054.13,-82.11
A51k,A,Queen's Pawn Opening,14,9.0,0.64,2261.07,2322.5,-61.43
A41a,A,Queen's Pawn Opening,156,85.5,0.55,2062.94,2167.83,-104.89
E15e,E,Queen's Pawn Opening,32,16.0,0.5,2388.09,2329.09,59.0
B57n,B,King's Pawn Opening,7,5,0.71,2279.0,2252.29,26.71
D06u,D,Queen's Pawn Opening,4,1.5,0.38,2142.25,2158.0,-15.75
B57a,B,King's Pawn Opening,36,15.5,0.43,2167.19,2169.33,-2.14
D36j,D,Queen's Pawn Opening,40,22.5,0.56,2209.93,2201.57,8.36
B26p,B,King's Pawn Opening,27,14.5,0.54,2042.04,2160.48,-118.44
B59e,B,King's Pawn Opening,19,17,0.89,1992.95,2282.79,-289.84
B70i,B,King's Pawn Opening,16,12.5,0.78,1859.06,2254.12,-395.06
E65a,E,Queen's Pawn Opening,10,2,0.2,2048.8,1630.0,418.8
D33g,D,Queen's Pawn Opening,2,1,0.5,2168.0,2214.5,-46.5
B33w,B,King's Pawn Opening,49,22.0,0.45,2203.94,2240.02,-36.08
D31i,D,Queen's Pawn Opening,24,12.5,0.52,2057.67,2129.71,-72.04
E81k,E,Queen's Pawn Opening,58,32.5,0.56,2254.4,2355.24,-100.84
B10f,B,King's Pawn Opening,81,38.5,0.48,2196.06,2176.11,19.95
D32i,D,Queen's Pawn Opening,14,5,0.36,2353.93,2254.0,99.93
D31r,D,Queen's Pawn Opening,42,21.5,0.51,2139.83,2136.67,3.16
B46q,B,King's Pawn Opening,5,4,0.8,2175.0,2218.2,-43.2
B01p,B,King's Pawn Opening,69,37.5,0.54,2113.75,2021.41,92.34
B80q,B,King's Pawn Opening,19,11.0,0.58,2259.16,2212.63,46.53
C86k,C,King's Pawn Opening,16,8.0,0.5,2096.94,2172.38,-75.44
E38d,E,Queen's Pawn Opening,5,3,0.6,2159.4,2238.4,-79.0
A30v,A,Other,15,6.5,0.43,2337.07,2315.53,21.54
C07n,C,King's Pawn Opening,53,22.0,0.42,2209.94,2136.55,73.39
C85l,C,King's Pawn Opening,33,10.0,0.3,2493.03,2408.61,84.42
B14x,B,King's Pawn Opening,49,24.0,0.49,2308.8,2245.65,63.15
C43d,C,King's Pawn Opening,11,4.0,0.36,2087.36,1930.45,156.91
A57r,A,Queen's Pawn Opening,19,9.0,0.47,1967.63,1924.05,43.58
C05e,C,King's Pawn Opening,15,1.5,0.1,2258.27,2121.87,136.4
B49h,B,King's Pawn Opening,20,9.5,0.47,1947.45,2156.8,-209.35
E13n,E,Queen's Pawn Opening,11,6.5,0.59,2028.27,2186.45,-158.18
D52b,D,Queen's Pawn Opening,10,4.5,0.45,1954.6,2156.1,-201.5
E85d,E,Queen's Pawn Opening,10,2,0.2,2198.3,1669.2,529.1
D33h,D,Queen's Pawn Opening,1,0,0.0,2376.0,2106.0,270.0
D19k,D,Queen's Pawn Opening,8,3,0.38,2180.12,2077.88,102.24
E74g,E,Queen's Pawn Opening,6,2.0,0.33,2170.0,2153.83,16.17
C18p,C,King's Pawn Opening,23,7.0,0.3,2299.22,2249.39,49.83
E39h,E,Queen's Pawn Opening,45,22.0,0.49,2317.89,2384.93,-67.04
B76m,B,King's Pawn Opening,29,11.0,0.38,2218.03,2072.45,145.58
E94k,E,Queen's Pawn Opening,20,8.0,0.4,2351.1,2290.9,60.2
B38f,B,King's Pawn Opening,24,7.0,0.29,2099.62,1815.88,283.74
C87n,C,King's Pawn Opening,16,4.5,0.28,2293.69,2189.06,104.63
A52a,A,Queen's Pawn Opening,23,12.5,0.54,2161.17,2109.78,51.39
E97c,E,Queen's Pawn Opening,79,38.0,0.48,2248.66,2227.84,20.82
B17n,B,King's Pawn Opening,17,10.0,0.59,1947.35,2243.18,-295.83
B57o,B,King's Pawn Opening,6,5.0,0.83,2155.5,2293.33,-137.83
D32p,D,Queen's Pawn Opening,10,4.5,0.45,1979.9,2145.7,-165.8
E70h,E,Queen's Pawn Opening,107,48.5,0.45,2239.1,2218.27,20.83
B14w,B,King's Pawn Opening,14,7.0,0.5,2254.86,2261.43,-6.57
D07c,D,Queen's Pawn Opening,28,14.5,0.52,2189.46,2218.36,-28.9
B36e,B,King's Pawn Opening,4,1.5,0.38,2030.25,1864.25,166.0
D53m,D,Queen's Pawn Opening,9,3,0.33,2147.67,2016.11,131.56
C56m,C,King's Pawn Opening,4,2.5,0.62,2376.75,2264.75,112.0
E05j,E,Queen's Pawn Opening,13,4.5,0.35,2318.69,2303.46,15.23
D36l,D,Queen's Pawn Opening,24,15.5,0.65,2298.38,2201.08,97.3
B60i,B,King's Pawn Opening,9,5.5,0.61,2150.11,2219.11,-69.0
B35g,B,King's Pawn Opening,68,39.0,0.57,2036.59,2054.22,-17.63
B32y,B,King's Pawn Opening,22,11.0,0.5,2245.77,2215.82,29.95
D88,D,Queen's Pawn Opening,38,10.5,0.28,2048.26,2024.84,23.42
B95m,B,King's Pawn Opening,14,9,0.64,2171.93,2137.86,34.07
D01h,D,Queen's Pawn Opening,15,3.0,0.2,2061.33,2084.07,-22.74
B37m,B,King's Pawn Opening,32,15.0,0.47,2247.78,2120.81,126.97
A44o,A,Queen's Pawn Opening,27,11.5,0.43,2247.19,2261.3,-14.11
C96m,C,King's Pawn Opening,13,6.0,0.46,2131.62,2042.54,89.08
B04k,B,King's Pawn Opening,22,10.5,0.48,2183.82,2218.55,-34.73
B26h,B,King's Pawn Opening,12,6.5,0.54,2021.58,2144.0,-122.42
A40p,A,Queen's Pawn Opening,42,26.5,0.63,2268.71,2372.74,-104.03
E39i,E,Queen's Pawn Opening,9,6.0,0.67,2211.22,2312.22,-101.0
C30b,C,King's Pawn Opening,1,1,1.0,2036.0,2121.0,-85.0
C99k,C,King's Pawn Opening,18,12.0,0.67,2030.67,2111.28,-80.61
E95k,E,Queen's Pawn Opening,18,10.0,0.56,2229.89,2230.72,-0.83
E62a,E,Queen's Pawn Opening,15,4.5,0.3,2329.4,2222.0,107.4
D24j,D,Queen's Pawn Opening,31,16.5,0.53,2142.48,2186.48,-44.0
C97c,C,King's Pawn Opening,15,2.0,0.13,2273.13,2131.47,141.66
A09b,A,Other,30,18.5,0.62,2250.77,2313.67,-62.9
C92t,C,King's Pawn Opening,1,0.5,0.5,2599.0,2611.0,-12.0
D76j,D,Queen's Pawn Opening,16,5.5,0.34,2370.94,2305.31,65.63
D87e,D,Queen's Pawn Opening,11,4,0.36,1964.73,2109.18,-144.45
C84n,C,King's Pawn Opening,6,4.0,0.67,2222.17,2316.17,-94.0
C95c,C,King's Pawn Opening,6,3.0,0.5,2153.0,2185.33,-32.33
B33x,B,King's Pawn Opening,43,19.0,0.44,2110.49,2125.28,-14.79
C78r,C,King's Pawn Opening,5,3.0,0.6,2258.0,2276.4,-18.4
C86l,C,King's Pawn Opening,4,3,0.75,2214.75,2159.5,55.25
A30i,A,Other,35,18.0,0.51,2269.4,2316.46,-47.06
